1	3252796		1	-0.045
1	3336839		1	-0.004
1	3668628		1	0.034
1	3977130		1	0.061
1	4430623		1	0.066
1	4531029		1	0.16
1	5045931		1	0.392
1	5840130		1	0.471
1	6020779		1	0.482
1	6378154		1	0.538
1	6777896		1	0.649
1	7650439		1	0.799
1	8277576		1	0.846
1	8438865		1	0.855
1	8843139		1	0.877
1	9247980		1	0.899
1	9553973		1	0.914
1	9774388		1	0.924
1	10279703		1	1.196
1	10740985		1	1.293
1	11101049		1	1.386
1	11139173		1	1.386
1	11672648		1	1.606
1	11852192		1	1.633
1	12722538		1	1.97
1	13055719		1	2.481
1	13653698		1	2.567
1	14077030		1	2.646
1	14350467		1	2.788
1	14698538		1	3.011
1	15718815		1	3.589
1	16162132		1	3.84
1	16303766		1	3.903
1	16698743		1	3.971
1	16981670		1	3.975
1	17316310		1	3.982
1	17595239		1	4.015
1	18273811		1	4.145
1	18508483		1	4.194
1	19411723		1	4.443
1	19718090		1	4.518
1	19838001		1	4.532
1	20201542		1	4.581
1	20832381		1	4.74
1	21300176		1	4.908
1	23362900		1	6.567
1	23495995		1	6.677
1	23699787		1	7.029
1	24004775		1	7.182
1	24421262		1	7.361
1	24605537		1	7.448
1	25203748		1	7.536
1	25697943		1	8.089
1	25825194		1	8.153
1	26449407		1	8.287
1	26645442		1	8.291
1	27754109		1	8.316
1	28092722		1	8.323
1	28154675		1	8.324
1	28610405		1	8.358
1	28843416		1	8.382
1	29161192		1	8.467
1	29587166		1	8.477
1	30020863		1	8.607
1	30320509		1	8.611
1	30774797		1	9.156
1	31405679		1	9.375
1	31850486		1	9.647
1	32634721		1	9.99
1	32925434		1	10.16
1	33033973		1	10.319
1	33370176		1	10.327
1	33721638		1	10.464
1	34119015		1	10.825
1	34413492		1	11.193
1	34951753		1	11.567
1	35102343		1	11.57
1	35405706		1	12.034
1	36785103		1	12.71
1	37055248		1	12.785
1	37194145		1	12.816
1	38174018		1	13.56
1	38477112		1	14.043
1	38734658		1	14.291
1	39016071		1	14.369
1	39261548		1	14.913
1	39836250		1	15.25
1	40137256		1	15.73
1	40580360		1	16.494
1	40791247		1	16.745
1	41612785		1	17.687
1	42182006		1	18.268
1	42498429		1	18.68
1	42758562		1	19.477
1	43046986		1	19.578
1	43272938		1	20.003
1	43686349		1	20.209
1	43686478		1	20.22
1	43887475		1	20.3
1	44182604		1	20.386
1	44527881		1	20.517
1	44950599		1	20.721
1	45543122		1	20.874
1	45663297		1	20.878
1	46113684		1	20.953
1	46520671		1	20.967
1	46860368		1	21.037
1	47189877		1	21.18
1	47623208		1	21.217
1	47734389		1	21.229
1	48195779		1	21.331
1	48405811		1	21.346
1	48544181		1	21.353
1	49406222		1	21.398
1	49534867		1	21.406
1	50092544		1	21.44
1	50756819		1	21.516
1	51074008		1	21.522
1	51380243		1	22.008
1	51598501		1	22.159
1	51849627		1	22.581
1	52580402		1	23.379
1	52594475		1	23.384
1	53216471		1	23.576
1	53567910		1	23.77
1	53715656		1	23.776
1	53943697		1	23.806
1	53970534		1	23.822
1	54508532		1	24.12
1	54855699		1	24.362
1	55626163		1	24.572
