1	3094603		1	1.542
1	3409090		1	1.608
1	3427467		1	1.609
1	3439034		1	1.610
1	3668628		1	1.627
1	4462692		1	1.733
1	4504223		1	1.740
1	4744395		1	1.781
1	5069641		1	1.848
1	5149169		1	1.861
1	5944792		1	1.892
1	6063698		1	1.901
1	6645188		1	1.947
1	6669269		1	1.949
1	7698048		1	2.029
1	8250238		1	2.073
1	8277576		1	2.075
1	8554130		1	2.099
1	9549819		1	2.188
1	9553973		1	2.188
1	9843988		1	2.214
1	10325610		1	2.454
1	10757298		1	2.497
1	11068783		1	2.548
1	11736567		1	2.610
1	11954630		1	2.626
1	12397782		1	3.216
1	12713462		1	3.353
1	12994801		1	3.843
1	13203373		1	4.017
1	13381025		1	4.136
1	13503326		1	4.168
1	13532405		1	4.175
1	13738223		1	4.229
1	14334166		1	4.363
1	14622203		1	4.416
1	14960904		1	4.479
1	15558147		1	4.811
1	16019662		1	4.933
1	16342189		1	5.035
1	17316310		1	5.257
1	17753014		1	5.418
1	18007392		1	5.530
1	18309936		1	5.662
1	18616479		1	5.781
1	18865665		1	5.874
1	19233312		1	6.041
1	19328374		1	6.085
1	20150250		1	6.329
1	20640694		1	6.411
1	20679054		1	6.419
1	21025609		1	6.495
1	21634933		1	7.618
1	21636124		1	7.624
1	21911249		1	7.884
1	22050242		1	8.186
1	22374308		1	8.575
1	22794837		1	8.775
1	23005029		1	9.190
1	23112999		1	9.404
1	23711831		1	9.728
1	24004775		1	9.862
1	24608489		1	10.140
1	24609089		1	10.140
1	25697943		1	10.641
1	26502197		1	10.870
1	27569004		1	10.957
1	27722959		1	10.969
1	28610405		1	11.142
1	29230010		1	11.271
1	29263597		1	11.278
1	29304811		1	11.286
1	29982834		1	11.373
1	30009620		1	11.376
1	30658791		1	11.443
1	30774797		1	11.455
1	30815639		1	11.459
1	31277378		1	11.564
1	31724386		1	11.707
1	31857418		1	11.750
1	32864214		1	12.544
1	33259584		1	12.672
1	33371703		1	12.708
1	33763797		1	12.834
1	33922848		1	12.886
1	34103495		1	12.944
1	34280556		1	13.014
1	34835546		1	13.418
1	35152984		1	13.927
1	35512780		1	14.442
1	35612876		1	14.465
1	36410619		1	15.277
1	36576417		1	15.334
1	36827331		1	15.382
1	36911745		1	15.399
1	37455494		1	15.746
1	37639250		1	15.970
1	37671514		1	16.010
1	37907046		1	16.297
1	38107994		1	16.522
1	38293007		1	16.698
1	38890061		1	17.268
1	38973121		1	17.347
1	39014729		1	17.411
1	39118826		1	17.646
1	39153574		1	17.724
1	39633126		1	18.418
1	39902739		1	18.523
1	40335763		1	18.987
1	40827603		1	19.961
1	41065249		1	20.097
1	41289098		1	20.125
1	41438869		1	20.163
1	41442142		1	20.165
1	41477940		1	20.180
1	42287372		1	20.539
1	42732451		1	21.328
1	43131417		1	22.359
1	43252853		1	22.673
1	44106513		1	23.541
1	44497145		1	23.602
1	45598788		1	23.738
1	46020928		1	23.890
1	46291623		1	23.975
1	46860376		1	24.102
1	47270468		1	25.317
1	47576642		1	25.717
1	48158243		1	25.767
1	48405811		1	25.789
1	48729521		1	25.817
1	49031730		1	25.843
1	49480654		1	25.868
1	50149799		1	25.905
1	50381912		1	25.918
1	50463537		1	25.922
1	50980304		1	25.951
1	51064876		1	26.028
1	51530355		1	26.455
1	52095351		1	26.696
1	52096623		1	26.696
1	52186689		1	26.721
1	52300887		1	26.752
1	52470794		1	26.798
1	52561170		1	26.823
1	52869070		1	26.907
1	53633499		1	27.051
1	53817441		1	27.075
1	54582512		1	27.423
1	54855699		1	27.957
1	55571086		1	28.218
1	56003311		1	28.506
1	56042782		1	28.527
1	56101442		1	28.559
1	56162592		1	28.592
1	56395243		1	28.660
1	56576620		1	28.712
1	57188286		1	28.786
1	57302142		1	28.797
1	57358576		1	28.802
1	57573842		1	28.822
1	58184930		1	28.976
1	58403567		1	29.090
1	58523233		1	29.115
1	58897358		1	29.182
1	59697078		1	30.295
1	59995627		1	30.451
1	60400655		1	30.473
1	60761817		1	30.540
1	61312969		1	30.659
1	62174904		1	31.268
1	62719241		1	31.675
1	63003989		1	31.880
1	64341862		1	32.663
1	64378809		1	32.676
1	64529903		1	32.729
1	64700440		1	32.759
1	65297957		1	33.022
1	65504911		1	33.161
1	65634719		1	33.248
1	65738101		1	33.315
1	65887815		1	33.374
1	66437231		1	33.567
1	66784713		1	33.617
1	66943552		1	33.650
1	67749123		1	33.781
1	68301441		1	34.027
1	68560634		1	34.211
1	68651628		1	34.234
1	68813136		1	34.371
1	68950024		1	34.595
1	68987254		1	34.656
1	69100366		1	34.725
1	69313994		1	34.822
1	69575211		1	34.940
1	69613103		1	34.957
1	69783340		1	35.034
1	70463623		1	35.341
1	71099797		1	35.716
1	71165438		1	35.761
1	71679002		1	36.118
1	71974016		1	36.330
1	72018989		1	36.338
1	72498908		1	36.652
1	72786877		1	36.878
1	72830096		1	36.891
1	73663429		1	38.052
1	74010045		1	38.232
1	74066657		1	38.261
1	74092826		1	38.275
1	74428797		1	38.449
1	74916505		1	38.593
1	75003414		1	38.608
1	75325708		1	38.693
1	75486756		1	38.839
1	75978380		1	39.171
1	76000421		1	39.172
1	76148253		1	39.181
1	76168175		1	39.183
1	76703258		1	39.236
1	76932974		1	39.358
1	76973478		1	39.380
1	77142220		1	39.470
1	77203778		1	39.503
1	77238600		1	39.519
1	77598775		1	39.659
1	77923433		1	39.789
1	78083320		1	39.978
1	78486797		1	40.399
1	78538341		1	40.443
1	79223560		1	40.907
1	79369288		1	40.919
1	79469566		1	40.928
1	79976562		1	41.045
1	80110429		1	41.138
1	80110958		1	41.138
1	80250007		1	41.235
1	80507139		1	41.415
1	81320511		1	41.771
1	81388723		1	41.778
1	81784142		1	41.865
1	82044677		1	42.039
1	82629781		1	42.430
1	82923918		1	42.619
1	83358931		1	42.727
1	83817507		1	43.014
1	84468139		1	43.420
1	84908968		1	43.488
1	86000814		1	43.863
1	86349044		1	43.971
1	86553118		1	43.994
1	87579607		1	44.346
1	87827334		1	44.469
1	88137883		1	44.547
1	88655763		1	44.824
1	88955170		1	44.991
1	89417288		1	45.041
1	89578900		1	45.064
1	89691128		1	45.114
1	89765131		1	45.147
1	90057344		1	45.277
1	90398581		1	45.429
1	90422690		1	45.440
1	90609370		1	45.523
1	90799394		1	45.677
1	90822253		1	45.696
1	91097803		1	45.993
1	91383704		1	46.129
1	91444593		1	46.142
1	91623555		1	46.182
1	91661697		1	46.190
1	92116262		1	46.284
1	92373273		1	46.347
1	92412095		1	46.369
1	92835706		1	46.605
1	93003253		1	46.784
1	93673229		1	47.307
1	93787372		1	47.338
1	94719270		1	47.514
1	95167815		1	47.558
1	95217425		1	47.563
1	95247274		1	47.566
1	95747397		1	47.615
1	95752633		1	47.615
1	95949561		1	47.634
1	96141911		1	47.653
1	96731552		1	47.711
1	97626757		1	47.882
1	97954725		1	47.991
1	98467067		1	48.163
1	98864978		1	48.296
1	99421675		1	48.482
1	99488488		1	48.504
1	99897065		1	48.641
1	100264323		1	48.764
1	100927997		1	48.931
1	101445475		1	49.048
1	101658207		1	49.097
1	102042988		1	49.184
1	103040880		1	49.291
1	103143123		1	49.296
1	103626725		1	49.319
1	103673765		1	49.321
1	104282500		1	49.351
1	104826583		1	49.418
1	104997043		1	49.439
1	105450239		1	49.581
1	105481812		1	49.593
1	105911284		1	49.690
1	106344762		1	49.791
1	106709015		1	49.949
1	107361906		1	50.232
1	107852632		1	50.381
1	107972961		1	50.400
1	108457079		1	50.475
1	108710856		1	50.515
1	109498204		1	50.650
1	109512395		1	50.652
1	110079486		1	50.739
1	110999793		1	50.795
1	111044785		1	50.798
1	111175687		1	50.805
1	112160786		1	50.830
1	112486389		1	50.836
1	113030367		1	50.863
1	113219068		1	50.876
1	113834083		1	50.917
1	114111632		1	50.937
1	114455470		1	50.965
1	114509884		1	50.969
1	115134891		1	51.341
1	115285872		1	51.458
1	115863714		1	51.688
1	116183610		1	51.854
1	116240354		1	51.858
1	116517813		1	51.955
1	116554280		1	51.985
1	116557469		1	51.987
1	116794533		1	52.081
1	116932003		1	52.089
1	117117484		1	52.100
1	117449840		1	52.119
1	117749423		1	52.137
1	118663187		1	52.196
1	118715542		1	52.200
1	118895637		1	52.212
1	119376212		1	52.327
1	119417051		1	52.343
1	119435727		1	52.350
